0,1,2,3,4,5,6,7,8,9
of,ADP,prep,17,104,106,18,21,21-2,MISC
Children,PROPN,pobj,18,107,115,19,21,21-2,MISC
emphasized,VERB,ROOT,20,116,126,20,21,,
the,DET,det,28,127,130,21,21,,
long,ADJ,amod,24,131,135,22,21,,
-,PUNCT,punct,24,135,136,23,21,,
term,NOUN,nmod,28,136,140,24,21,,
educational,ADJ,amod,28,141,152,25,21,,
and,CCONJ,cc,25,153,156,26,21,,
economic,ADJ,conj,25,157,165,27,21,,
gains,NOUN,dobj,20,166,171,28,21,,
of,ADP,prep,28,172,174,29,21,,
good,ADJ,amod,34,175,179,30,21,,
early,ADJ,amod,33,180,185,31,21,,
-,PUNCT,punct,33,185,186,32,21,,
childhood,NOUN,compound,34,186,195,33,21,,
programs,NOUN,pobj,29,196,204,34,21,,
.,PUNCT,punct,20,205,206,35,21,,
Sheldon,PROPN,compound,1,0,7,0,22,,
Silver,PROPN,nsubj,7,8,14,1,22,,
",",PUNCT,punct,1,15,16,2,22,,
the,DET,det,5,17,20,3,22,,
Assembly,PROPN,compound,5,21,29,4,22,,
speaker,NOUN,appos,1,30,37,5,22,,
",",PUNCT,punct,1,38,39,6,22,,
said,VERB,ROOT,7,40,44,7,22,,
today,NOUN,npadvmod,7,45,50,8,22,,
that,SCONJ,mark,12,51,55,9,22,,
there,PRON,expl,12,56,61,10,22,,
would,VERB,aux,12,62,67,11,22,,
be,AUX,ccomp,7,68,70,12,22,,
no,DET,det,15,71,73,13,22,,
state,NOUN,compound,15,74,79,14,22,,
budget,NOUN,attr,12,80,86,15,22,,
this,DET,det,17,87,91,16,22,,
year,NOUN,npadvmod,12,92,96,17,22,,
until,ADP,mark,22,97,102,18,22,,
the,DET,det,21,103,106,19,22,,
Pataki,ADJ,compound,21,107,113,20,22,,
administration,NOUN,nsubj,22,114,128,21,22,,
commits,VERB,advcl,12,129,136,22,22,,
to,PART,prep,22,137,139,23,22,,
building,VERB,pcomp,23,140,148,24,22,,
the,DET,det,28,149,152,25,22,,
Second,PROPN,compound,27,153,159,26,22,22-1,MISC
Avenue,PROPN,compound,28,160,166,27,22,22-1,MISC
subway,NOUN,dobj,24,167,173,28,22,,
the,DET,det,31,174,177,29,22,,
full,ADJ,amod,31,178,182,30,22,,
length,NOUN,dobj,24,183,189,31,22,,
of,ADP,prep,31,190,192,32,22,,
Manhattan,PROPN,pobj,32,193,202,33,22,22-2,PER
",",PUNCT,punct,22,203,204,34,22,,
and,CCONJ,cc,12,205,208,35,22,,
to,ADP,conj,12,209,211,36,22,,
a,DET,det,39,212,213,37,22,,
big,ADJ,amod,39,214,217,38,22,,
increase,NOUN,pobj,36,218,226,39,22,,
in,ADP,prep,39,227,229,40,22,,
the,DET,det,42,230,233,41,22,,
state,NOUN,poss,44,234,239,42,22,,
's,PART,case,42,240,242,43,22,,
contribution,NOUN,pobj,40,243,255,44,22,,
to,ADP,prep,44,256,258,45,22,,
the,DET,det,47,259,262,46,22,,
project,NOUN,poss,49,263,270,47,22,,
's,PART,case,47,271,273,48,22,,
cost,NOUN,pobj,45,274,278,49,22,,
.,PUNCT,punct,7,279,280,50,22,,
Mr.,PROPN,compound,1,0,3,0,23,23-1,PER
Zhou,PROPN,poss,3,4,8,1,23,23-1,PER
's,PART,case,1,9,11,2,23,,
comments,NOUN,nsubj,4,12,20,3,23,,
represent,VERB,ROOT,4,21,30,4,23,,
a,DET,det,8,31,32,5,23,,
potentially,ADV,advmod,7,33,44,6,23,,
important,ADJ,amod,8,45,54,7,23,,
shift,NOUN,dobj,4,55,60,8,23,,
in,ADP,prep,8,61,63,9,23,,
Beijing,PROPN,poss,12,64,71,10,23,23-2,NONE
's,PART,case,10,72,74,11,23,,
approach,NOUN,pobj,9,75,83,12,23,,
to,ADP,prep,12,84,86,13,23,,
the,DET,det,15,87,90,14,23,,
talks,NOUN,pobj,13,91,96,15,23,,
",",PUNCT,punct,15,97,98,16,23,,
which,DET,dobj,20,99,104,17,23,,
China,PROPN,nsubj,20,105,110,18,23,,
has,AUX,aux,20,111,114,19,23,,
sought,VERB,relcl,15,115,121,20,23,,
to,PART,aux,22,122,124,21,23,,
keep,VERB,xcomp,20,125,129,22,23,,
afloat,ADV,oprd,22,130,136,23,23,,
despite,SCONJ,prep,22,137,144,24,23,,
scant,ADJ,amod,26,145,150,25,23,,
evidence,NOUN,pobj,24,151,159,26,23,,
of,ADP,prep,26,160,162,27,23,,
progress,NOUN,pobj,27,163,171,28,23,,
.,PUNCT,punct,4,172,173,29,23,,
And,CCONJ,cc,19,0,3,0,24,,
because,SCONJ,mark,3,4,11,1,24,,
Glasgow,PROPN,nsubj,3,12,19,2,24,,
is,AUX,advcl,19,20,22,3,24,,
compact,ADJ,acomp,3,23,30,4,24,,
and,CCONJ,cc,4,31,34,5,24,,
well,ADV,advmod,7,35,39,6,24,,
served,VERB,conj,4,40,46,7,24,,
by,ADP,agent,7,47,49,8,24,,
public,ADJ,amod,10,50,56,9,24,,
transport,NOUN,pobj,8,57,66,10,24,,
",",PUNCT,punct,19,67,68,11,24,,
Thomson,PROPN,poss,16,69,76,12,24,,
's,PART,case,12,77,79,13,24,,
most,ADV,advmod,15,80,84,14,24,,
important,ADJ,amod,16,85,94,15,24,,
buildings,NOUN,nsubjpass,19,95,104,16,24,,
are,AUX,auxpass,19,105,108,17,24,,
easily,ADV,advmod,19,109,115,18,24,,
visited,VERB,ROOT,19,116,123,19,24,,
on,ADP,prep,19,124,126,20,24,,
your,DET,poss,22,127,131,21,24,,
own,ADJ,pobj,20,132,135,22,24,,
in,ADP,prep,19,136,138,23,24,,
three,NUM,nummod,25,139,144,24,24,,
excursions,NOUN,pobj,23,145,155,25,24,,
",",PUNCT,punct,19,156,157,26,24,,
ideally,ADV,advmod,28,158,165,27,24,,
spread,VERB,dep,19,166,172,28,24,,
out,ADP,prt,28,173,176,29,24,,
over,ADP,prep,28,177,181,30,24,,
two,NUM,nummod,32,182,185,31,24,,
days,NOUN,pobj,30,186,190,32,24,,
:,PUNCT,punct,28,191,192,33,24,,
in,ADP,prep,28,193,195,34,24,,
the,DET,det,37,196,199,35,24,,
city,NOUN,compound,37,200,204,36,24,,
center,NOUN,pobj,34,205,211,37,24,,
between,ADP,prep,37,212,219,38,24,,
Sauchiehall,PROPN,nmod,42,220,231,39,24,,
and,CCONJ,cc,39,232,235,40,24,,
Argyle,PROPN,conj,39,236,242,41,24,,
Streets,PROPN,pobj,38,243,250,42,24,,
;,PUNCT,punct,34,251,252,43,24,,
in,ADP,conj,34,253,255,44,24,,
the,DET,det,47,256,259,45,24,,
Victorian,ADJ,amod,47,260,269,46,24,24-1,PER
suburbs,NOUN,pobj,44,270,277,47,24,,
south,ADV,advmod,47,278,283,48,24,,
of,ADP,prep,48,284,286,49,24,,
the,DET,det,51,287,290,50,24,,
Clyde,PROPN,pobj,49,291,296,51,24,24-2,LOC
",",PUNCT,punct,44,297,298,52,24,,
and,CCONJ,cc,44,299,302,53,24,,
on,ADP,conj,44,303,305,54,24,,
the,DET,det,56,306,309,55,24,,
terraces,NOUN,pobj,54,310,318,56,24,,
along,ADP,prep,56,319,324,57,24,,
the,DET,det,61,325,328,58,24,,
Great,PROPN,compound,61,329,334,59,24,,
Western,PROPN,compound,61,335,342,60,24,,
Road,PROPN,pobj,57,343,347,61,24,,
.,PUNCT,punct,19,348,349,62,24,,
Judge,PROPN,compound,1,0,5,0,25,25-1,PER
Duffy,PROPN,nsubj,6,6,11,1,25,25-1,PER
and,CCONJ,cc,1,12,15,2,25,,
Judge,PROPN,compound,4,16,21,3,25,25-2,PER
Roberts,PROPN,conj,1,22,29,4,25,25-2,PER
also,ADV,advmod,6,30,34,5,25,,
affirmed,VERB,ROOT,6,35,43,6,25,,
the,DET,det,8,44,47,7,25,,
convictions,NOUN,dobj,6,48,59,8,25,,
for,ADP,prep,8,60,63,9,25,,
the,DET,det,11,64,67,10,25,,
deaths,NOUN,pobj,9,68,74,11,25,,
of,ADP,prep,11,75,77,12,25,,
Laertes,PROPN,pobj,12,78,85,13,25,,
",",PUNCT,punct,13,86,87,14,25,,
Rosencrantz,PROPN,conj,13,88,99,15,25,,
and,CCONJ,cc,15,100,103,16,25,,
Guildenstern,PROPN,conj,15,104,116,17,25,,
.,PUNCT,punct,6,117,118,18,25,,
Carol,PROPN,compound,1,0,5,0,26,26-1,PER
O'Cleireacain,PROPN,nsubj,11,6,19,1,26,26-1,PER
",",PUNCT,punct,1,20,21,2,26,,
a,DET,det,5,22,23,3,26,,
senior,ADJ,amod,5,24,30,4,26,,
fellow,NOUN,appos,1,31,37,5,26,,
at,ADP,prep,5,38,40,6,26,,
the,DET,det,9,41,44,7,26,,
Brookings,PROPN,compound,9,45,54,8,26,26-2,ORG
Institution,PROPN,pobj,6,55,66,9,26,26-2,ORG
",",PUNCT,punct,1,67,68,10,26,,
is,AUX,ROOT,11,69,71,11,26,,
former,ADJ,amod,14,72,78,12,26,,
budget,NOUN,compound,14,79,85,13,26,,
director,NOUN,attr,11,86,94,14,26,,
for,ADP,prep,14,95,98,15,26,,
New,PROPN,compound,17,99,102,16,26,,
York,PROPN,compound,18,103,107,17,26,,
City,PROPN,pobj,15,108,112,18,26,,
.,PUNCT,punct,11,113,114,19,26,,
Amy,PROPN,compound,2,0,3,0,27,,
Elizabeth,PROPN,compound,2,4,13,1,27,,
Brownfeld,PROPN,nsubj,18,14,23,2,27,,
",",PUNCT,punct,2,24,25,3,27,,
a,DET,det,5,26,27,4,27,,
daughter,NOUN,appos,2,28,36,5,27,,
of,ADP,prep,5,37,39,6,27,,
Mr.,PROPN,nmod,11,40,43,7,27,,
and,CCONJ,cc,7,44,47,8,27,,
Mrs.,PROPN,conj,7,48,52,9,27,27-1,PER
Fred,PROPN,compound,11,53,57,10,27,27-1,PER
Brownfeld,PROPN,pobj,6,58,67,11,27,27-1,PER
of,ADP,prep,11,68,70,12,27,,
Paradise,PROPN,compound,14,71,79,13,27,,
Valley,PROPN,pobj,12,80,86,14,27,,
",",PUNCT,punct,14,87,88,15,27,,
Ariz.,PROPN,appos,14,89,94,16,27,,
",",PUNCT,punct,14,95,96,17,27,,
was,AUX,ROOT,18,97,100,18,27,,
married,VERB,acomp,18,101,108,19,27,,
in,ADP,prep,19,109,111,20,27,,
Phoenix,PROPN,pobj,20,112,119,21,27,27-2,LOC
last,ADJ,amod,23,120,124,22,27,,
evening,NOUN,npadvmod,19,125,132,23,27,,
to,ADP,prep,19,133,135,24,27,,
David,PROPN,compound,27,136,141,25,27,,
Timmins,PROPN,compound,27,142,149,26,27,,
Fannon,PROPN,pobj,24,150,156,27,27,,
",",PUNCT,punct,27,157,158,28,27,,
a,DET,det,30,159,160,29,27,,
son,NOUN,appos,27,161,164,30,27,,
of,ADP,prep,30,165,167,31,27,,
Mr.,PROPN,pobj,31,168,171,32,27,,
and,CCONJ,cc,32,172,175,33,27,,
Mrs.,PROPN,conj,32,176,180,34,27,,
William,PROPN,compound,37,181,188,35,27,,
F.,PROPN,compound,37,189,191,36,27,,
Fannon,PROPN,pobj,31,192,198,37,27,,
of,ADP,prep,37,199,201,38,27,,
Upper,PROPN,compound,40,202,207,39,27,,
Montclair,PROPN,pobj,38,208,217,40,27,,
",",PUNCT,punct,40,218,219,41,27,,
N.J.,PROPN,appos,40,220,224,42,27,,
",",PUNCT,punct,27,225,226,43,27,,
and,CCONJ,cc,27,227,230,44,27,,
Sanibel,PROPN,conj,27,231,238,45,27,,
",",PUNCT,punct,45,239,240,46,27,,
Fla.,PROPN,appos,45,241,245,47,27,,
.,PUNCT,punct,18,246,247,48,27,,
At,ADP,prep,13,0,2,0,28,,
the,DET,det,3,3,6,1,28,,
veterans,NOUN,compound,3,7,15,2,28,,
hospital,NOUN,pobj,0,16,24,3,28,,
in,ADP,prep,3,25,27,4,28,,
Wilmington,PROPN,pobj,4,28,38,5,28,28-1,LOC
",",PUNCT,punct,5,39,40,6,28,,
a,DET,det,8,41,42,7,28,,
spokeswoman,NOUN,appos,5,43,54,8,28,,
",",PUNCT,punct,8,55,56,9,28,,
Barbara,PROPN,compound,11,57,64,10,28,28-2,PER
Howell,PROPN,appos,8,65,71,11,28,28-2,PER
",",PUNCT,punct,13,72,73,12,28,,
said,VERB,ROOT,13,74,78,13,28,,
Dr.,PROPN,compound,15,79,82,14,28,,
Durakovic,PROPN,poss,17,83,92,15,28,,
's,PART,case,15,93,95,16,28,,
employment,NOUN,nsubj,18,96,106,17,28,,
ended,VERB,ccomp,13,107,112,18,28,,
because,SCONJ,mark,24,113,120,19,28,,
'',PUNCT,punct,24,121,123,20,28,,
we,PRON,nsubj,24,124,126,21,28,,
did,AUX,aux,24,127,130,22,28,,
not,PART,neg,24,131,134,23,28,,
need,VERB,advcl,18,135,139,24,28,,
a,DET,det,31,140,141,25,28,,
full,ADJ,amod,28,142,146,26,28,,
-,PUNCT,punct,28,146,147,27,28,,
time,NOUN,nmod,31,147,151,28,28,,
nuclear,ADJ,amod,30,152,159,29,28,,
medicine,NOUN,compound,31,160,168,30,28,,
physician,NOUN,dobj,24,169,178,31,28,,
.,PUNCT,punct,13,179,180,32,28,,
'',PUNCT,punct,13,181,183,33,28,,
National,PROPN,compound,1,0,8,0,29,,
League,PROPN,compound,2,9,15,1,29,,
HOUSTON,PROPN,compound,3,16,23,2,29,,
ASTROS,PROPN,ROOT,3,24,30,3,29,,
--,PUNCT,punct,3,31,33,4,29,,
Assigned,VERB,amod,8,34,42,5,29,,
RHP,PROPN,compound,8,43,46,6,29,,
Kirk,PROPN,compound,8,47,51,7,29,,
Saarloos,PROPN,ROOT,8,52,60,8,29,,
",",PUNCT,punct,8,61,62,9,29,,
RHP,PROPN,compound,12,63,66,10,29,29-1,PER
Miguel,PROPN,compound,12,67,73,11,29,29-1,PER
Saladin,PROPN,conj,8,74,81,12,29,29-1,PER
",",PUNCT,punct,12,82,83,13,29,,
RHP,PROPN,compound,16,84,87,14,29,29-2,PER
Jonathan,PROPN,compound,16,88,96,15,29,29-2,PER
Johnson,PROPN,conj,12,97,104,16,29,29-2,PER
",",PUNCT,punct,16,105,106,17,29,,
RHP,PROPN,compound,20,107,110,18,29,,
Anthony,PROPN,compound,20,111,118,19,29,,
Telford,PROPN,conj,16,119,126,20,29,,
",",PUNCT,punct,20,127,128,21,29,,
and,CCONJ,cc,20,129,132,22,29,,
LHP,PROPN,compound,25,133,136,23,29,,
Ken,PROPN,compound,25,137,140,24,29,,
Vining,VERB,conj,20,141,147,25,29,,
to,ADP,prep,25,148,150,26,29,,
New,PROPN,compound,28,151,154,27,29,,
Orleans,PROPN,pobj,26,155,162,28,29,,
of,ADP,prep,28,163,165,29,29,,
the,DET,det,31,166,169,30,29,,
PCL,PROPN,pobj,29,170,173,31,29,,
.,PUNCT,punct,8,174,175,32,29,,
In,ADP,prep,6,0,2,0,30,,
1998,NUM,pobj,0,3,7,1,30,,
",",PUNCT,punct,6,8,9,2,30,,
The,DET,det,5,10,13,3,30,,
Boston,PROPN,compound,5,14,20,4,30,30-1,ORG
Globe,PROPN,nsubj,6,21,26,5,30,30-1,ORG
featured,VERB,ROOT,6,27,35,6,30,,
Dr.,PROPN,compound,8,36,39,7,30,30-2,PER
Abuzzahab,PROPN,dobj,6,40,49,8,30,30-2,PER
in,ADP,prep,6,50,52,9,30,,
a,DET,det,14,53,54,10,30,,
front,ADJ,amod,13,55,60,11,30,,
-,PUNCT,punct,13,60,61,12,30,,
page,NOUN,compound,14,61,65,13,30,,
article,NOUN,pobj,9,66,73,14,30,,
questioning,VERB,acl,14,74,85,15,30,,
the,DET,det,17,86,89,16,30,,
safety,NOUN,dobj,15,90,96,17,30,,
of,ADP,prep,17,97,99,18,30,,
psychiatric,ADJ,amod,21,100,111,19,30,,
drug,NOUN,compound,21,112,116,20,30,,
experiments,NOUN,pobj,18,117,128,21,30,,
.,PUNCT,punct,6,129,130,22,30,,
Burial,NOUN,ROOT,0,0,6,0,31,,
today,NOUN,npadvmod,0,7,12,1,31,,
at,ADP,prep,0,13,15,2,31,,
the,DET,det,6,16,19,3,31,,
Jewish,PROPN,amod,6,20,26,4,31,31-1,ORG
Community,PROPN,compound,6,27,36,5,31,31-1,ORG
Cemetery,PROPN,pobj,2,37,45,6,31,31-1,ORG
",",PUNCT,punct,6,46,47,7,31,,
Berlin,PROPN,conj,6,48,54,8,31,31-2,LOC
",",PUNCT,punct,8,55,56,9,31,31-2,LOC
Germany,PROPN,appos,8,57,64,10,31,31-2,LOC
.,PUNCT,punct,0,65,66,11,31,,
Susan,PROPN,compound,2,0,5,0,32,,
Watkins,PROPN,compound,2,6,13,1,32,,
Rausen,PROPN,nsubjpass,18,14,20,2,32,,
",",PUNCT,punct,2,21,22,3,32,,
a,DET,det,5,23,24,4,32,,
daughter,NOUN,appos,2,25,33,5,32,,
of,ADP,prep,5,34,36,6,32,,
Dr.,PROPN,nmod,12,37,40,7,32,,
and,CCONJ,cc,7,41,44,8,32,,
Mrs.,PROPN,conj,7,45,49,9,32,,
Aaron,PROPN,compound,12,50,55,10,32,,
R.,PROPN,compound,12,56,58,11,32,,
Rausen,PROPN,pobj,6,59,65,12,32,,
of,ADP,prep,12,66,68,13,32,,
New,PROPN,compound,15,69,72,14,32,32-1,PER
York,PROPN,pobj,13,73,77,15,32,32-1,PER
",",PUNCT,punct,2,78,79,16,32,,
was,AUX,auxpass,18,80,83,17,32,,
married,VERB,ROOT,18,84,91,18,32,,
yesterday,NOUN,npadvmod,18,92,101,19,32,,
to,ADP,prep,18,102,104,20,32,,
Alfred,PROPN,compound,24,105,111,21,32,32-2,PER
Herman,PROPN,compound,24,112,118,22,32,32-2,PER
Ahrens,PROPN,compound,24,119,125,23,32,32-2,PER
Drewes,PROPN,pobj,20,126,132,24,32,32-2,PER
",",PUNCT,punct,24,133,134,25,32,,
the,DET,det,27,135,138,26,32,,
son,NOUN,appos,24,139,142,27,32,,
of,ADP,prep,27,143,145,28,32,,
Marjorie,PROPN,compound,31,146,154,29,32,,
E.,PROPN,compound,31,155,157,30,32,,
Morgan,PROPN,pobj,28,158,164,31,32,,
of,ADP,prep,31,165,167,32,32,,
Englewood,PROPN,pobj,32,168,177,33,32,,
",",PUNCT,punct,33,178,179,34,32,,
N.J.,PROPN,appos,33,180,184,35,32,,
",",PUNCT,punct,33,185,186,36,32,,
and,CCONJ,cc,27,187,190,37,32,,
the,DET,det,42,191,194,38,32,,
late,ADJ,amod,42,195,199,39,32,,
Alfred,PROPN,compound,42,200,206,40,32,,
H.,PROPN,compound,42,207,209,41,32,,
Drewes,PROPN,conj,27,210,216,42,32,,
.,PUNCT,punct,18,217,218,43,32,,
Blake,PROPN,poss,3,0,5,0,33,33-1,PER
's,PART,case,0,6,8,1,33,,
opening,NOUN,compound,3,9,16,2,33,,
match,NOUN,nsubj,7,17,22,3,33,,
against,ADP,prep,3,23,30,4,33,,
Nadal,PROPN,pobj,4,31,36,5,33,33-2,PER
will,VERB,aux,7,37,41,6,33,,
take,VERB,ROOT,7,42,46,7,33,,
place,NOUN,dobj,7,47,52,8,33,,
Monday,PROPN,npadvmod,7,53,59,9,33,,
.,PUNCT,punct,7,60,61,10,33,,
Another,DET,det,1,0,7,0,34,,
character,NOUN,ROOT,1,8,17,1,34,,
",",PUNCT,punct,1,18,19,2,34,,
the,DET,det,5,20,23,3,34,,
Robber,PROPN,compound,5,24,30,4,34,34-1,PER
Daughter,PROPN,appos,1,31,39,5,34,34-1,PER
",",PUNCT,punct,5,40,41,6,34,,
and,CCONJ,cc,5,42,45,7,34,,
her,DET,poss,9,46,49,8,34,,
mother,NOUN,compound,10,50,56,9,34,,
plot,NOUN,conj,5,57,61,10,34,,
to,ADP,aux,14,62,64,11,34,,
`,PUNCT,punct,14,65,66,12,34,,
`,PUNCT,punct,14,66,67,13,34,,
kill,NOUN,relcl,1,68,72,14,34,,
'',PUNCT,punct,14,73,75,15,34,,
Gerda,NOUN,dobj,14,76,81,16,34,34-2,PER
-LRB-,PUNCT,punct,14,82,87,17,34,,
a,DET,det,20,88,89,18,34,,
light,ADJ,amod,20,90,95,19,34,,
moment,NOUN,dobj,14,96,102,20,34,,
with,ADP,prep,20,103,107,21,34,,
dark,ADJ,amod,23,108,112,22,34,,
undertones,NOUN,pobj,21,113,123,23,34,,
",",PUNCT,punct,23,124,125,24,34,,
which,DET,nsubj,27,126,131,25,34,,
may,VERB,aux,27,132,135,26,34,,
make,VERB,relcl,23,136,140,27,34,,
some,DET,det,29,141,145,28,34,,
children,NOUN,nsubj,30,146,154,29,34,,
shudder,VERB,ccomp,27,155,162,30,34,,
-RRB-,PUNCT,punct,1,163,168,31,34,,
.,PUNCT,punct,1,169,170,32,34,,
Katie,PROPN,ROOT,0,0,5,0,35,,
and,CCONJ,cc,0,6,9,1,35,,
Dee,PROPN,compound,3,10,13,2,35,,
Dee,PROPN,conj,0,14,17,3,35,,
and,CCONJ,cc,3,18,21,4,35,,
Rashidat,PROPN,conj,3,22,30,5,35,35-1,ORG
and,CCONJ,cc,5,31,34,6,35,,
Myia,PROPN,conj,5,35,39,7,35,,
and,CCONJ,cc,7,40,43,8,35,,
Brittany,PROPN,conj,7,44,52,9,35,,
and,CCONJ,cc,9,53,56,10,35,,
Heather,PROPN,conj,9,57,64,11,35,35-2,PER
.,PUNCT,punct,0,65,66,12,35,,
And,CCONJ,cc,2,0,3,0,36,,
there,PRON,expl,2,4,9,1,36,,
are,AUX,ROOT,2,10,13,2,36,,
his,DET,poss,4,14,17,3,36,,
clients,NOUN,attr,2,18,25,4,36,,
Timmy,PROPN,nmod,8,26,31,5,36,36-1,MISC
and,CCONJ,cc,5,32,35,6,36,,
Mark,PROPN,compound,8,36,40,7,36,36-2,PER
Rothko,PROPN,appos,4,41,47,8,36,36-2,PER
-LRB-,PUNCT,punct,4,48,53,9,36,,
who,PRON,nsubj,11,54,57,10,36,,
got,VERB,relcl,4,58,61,11,36,,
his,DET,poss,13,62,65,12,36,,
name,NOUN,dobj,11,66,70,13,36,,
when,ADV,advmod,16,71,75,14,36,,
he,PRON,nsubj,16,76,78,15,36,,
shoved,VERB,advcl,11,79,85,16,36,,
a,DET,det,18,86,87,17,36,,
classmate,NOUN,dobj,16,88,97,18,36,,
into,ADP,prep,16,98,102,19,36,,
a,DET,det,21,103,104,20,36,,
painting,NOUN,pobj,19,105,113,21,36,,
by,ADP,prep,21,114,116,22,36,,
the,DET,det,26,117,120,23,36,,
real,ADJ,amod,26,121,125,24,36,,
Mark,PROPN,compound,26,126,130,25,36,,
Rothko,PROPN,pobj,22,131,137,26,36,,
at,ADP,prep,21,138,140,27,36,,
the,DET,det,30,141,144,28,36,,
Metropolitan,PROPN,compound,30,145,157,29,36,,
Museum,PROPN,pobj,27,158,164,30,36,,
of,ADP,prep,30,165,167,31,36,,
Art,PROPN,pobj,31,168,171,32,36,,
-RRB-,PUNCT,punct,2,172,177,33,36,,
",",PUNCT,punct,39,178,179,34,36,,
two,NUM,nummod,39,180,183,35,36,,
would,VERB,aux,38,184,189,36,36,,
-,PUNCT,punct,38,189,190,37,36,,
be,AUX,nmod,39,190,192,38,36,,
Eminems,PROPN,attr,2,193,200,39,36,,
who,PRON,nsubj,41,201,204,40,36,,
like,VERB,relcl,39,205,209,41,36,,
to,PART,aux,43,210,212,42,36,,
dress,VERB,xcomp,41,213,218,43,36,,
and,CCONJ,cc,43,219,222,44,36,,
talk,VERB,conj,43,223,227,45,36,,
black,NOUN,acomp,45,228,233,46,36,,
.,PUNCT,punct,2,234,235,47,36,,
LEAD,PROPN,ROOT,0,0,4,0,37,,
:,PUNCT,punct,0,5,6,1,37,,
George,PROPN,compound,4,7,13,2,37,,
E.,PROPN,compound,4,14,16,3,37,,
Shibley,PROPN,nsubj,25,17,24,4,37,,
",",PUNCT,punct,4,25,26,5,37,,
a,DET,det,7,27,28,6,37,,
lawyer,NOUN,appos,4,29,35,7,37,,
who,PRON,nsubj,9,36,39,8,37,,
represented,VERB,relcl,7,40,51,9,37,,
Sirhan,PROPN,compound,11,52,58,10,37,37-1,PER
Sirhan,PROPN,dobj,9,59,65,11,37,37-1,PER
in,ADP,prep,9,66,68,12,37,,
appeals,NOUN,pobj,12,69,76,13,37,,
of,ADP,prep,13,77,79,14,37,,
his,DET,poss,16,80,83,15,37,,
conviction,NOUN,pobj,14,84,94,16,37,,
for,ADP,prep,16,95,98,17,37,,
the,DET,det,19,99,102,18,37,,
assassination,NOUN,pobj,17,103,116,19,37,,
of,ADP,prep,19,117,119,20,37,,
Robert,PROPN,compound,23,120,126,21,37,37-2,MISC
F.,PROPN,compound,23,127,129,22,37,37-2,MISC
Kennedy,PROPN,pobj,20,130,137,23,37,37-2,MISC
",",PUNCT,punct,4,138,139,24,37,,
died,VERB,ROOT,25,140,144,25,37,,
Tuesday,PROPN,npadvmod,25,145,152,26,37,,
.,PUNCT,punct,25,153,154,27,37,,
If,SCONJ,mark,3,0,2,0,38,,
Glazer,PROPN,nsubj,3,3,9,1,38,38-1,PER
is,AUX,aux,3,10,12,2,38,,
sitting,VERB,advcl,17,13,20,3,38,,
in,ADP,prep,3,21,23,4,38,,
Florida,PROPN,pobj,4,24,31,5,38,38-2,LOC
",",PUNCT,punct,3,32,33,6,38,,
wondering,VERB,advcl,17,34,43,7,38,,
about,ADP,prep,7,44,49,8,38,,
the,DET,det,11,50,53,9,38,,
ferocious,ADJ,amod,11,54,63,10,38,,
hostility,NOUN,pobj,8,64,73,11,38,,
in,ADP,prep,11,74,76,12,38,,
Manchester,PROPN,pobj,12,77,87,13,38,,
",",PUNCT,punct,17,88,89,14,38,,
he,PRON,nsubj,17,90,92,15,38,,
would,VERB,aux,17,93,98,16,38,,
do,AUX,ROOT,17,99,101,17,38,,
well,ADV,advmod,17,102,106,18,38,,
to,PART,aux,20,107,109,19,38,,
review,VERB,advcl,17,110,116,20,38,,
this,DET,det,22,117,121,21,38,,
history,NOUN,dobj,20,122,129,22,38,,
.,PUNCT,punct,17,130,131,23,38,,
Barry,PROPN,compound,1,0,5,0,39,,
Rothfuss,PROPN,nsubj,12,6,14,1,39,,
of,ADP,prep,1,15,17,2,39,,
Peekskill,PROPN,pobj,2,18,27,3,39,39-2,ORG
",",PUNCT,punct,1,28,29,4,39,,
a,DET,det,9,30,31,5,39,,
hardware,NOUN,compound,8,32,40,6,39,,
-,PUNCT,punct,8,40,41,7,39,,
store,NOUN,compound,9,41,46,8,39,,
manager,NOUN,appos,1,47,54,9,39,,
",",PUNCT,punct,1,55,56,10,39,,
is,AUX,aux,12,57,59,11,39,,
running,VERB,ROOT,12,60,67,12,39,,
against,ADP,prep,12,68,75,13,39,,
the,DET,det,16,76,79,14,39,,
Republican,ADJ,amod,16,80,90,15,39,,
incumbent,NOUN,pobj,13,91,100,16,39,,
",",PUNCT,punct,12,101,102,17,39,,
Timothy,PROPN,compound,20,103,110,18,39,39-1,PER
S.,PROPN,compound,20,111,113,19,39,39-1,PER
Carey,PROPN,npadvmod,12,114,119,20,39,39-1,PER
of,ADP,prep,20,120,122,21,39,,
Peekskill,PROPN,pobj,21,123,132,22,39,,
.,PUNCT,punct,12,133,134,23,39,,
But,CCONJ,cc,2,0,3,0,40,,
it,PRON,nsubj,2,4,6,1,40,,
is,AUX,ROOT,2,7,9,2,40,,
likely,ADJ,acomp,2,10,16,3,40,,
to,PART,aux,5,17,19,4,40,,
add,VERB,xcomp,3,20,23,5,40,,
fuel,NOUN,dobj,5,24,28,6,40,,
to,ADP,prep,5,29,31,7,40,,
a,DET,det,10,32,33,8,40,,
continuing,VERB,amod,10,34,44,9,40,,
debate,NOUN,pobj,7,45,51,10,40,,
in,ADP,prep,10,52,54,11,40,,
