,sent_index,dep,sentence_length,root_index,root_word,entity_1_index,entity_2_index,entity_distance,no_words_before_entity_1,no_words_after_entity_2,entity_1_root_distance,entity_2_root_distance,entity 1 name,entity 2 name,entity_type_1,entity_type_2,entity_pos_1,entity_pos_2,entity_dep_1,entity_dep_2,entity_tag_1,entity_tag_2,shortest_distance,shortest_path,rel type,rel subtype,entity 1 ID,entity 2 ID,entity 1 mention ID,entity 2 mention ID,entity 1 type,entity 2 type,same_sent,same_sent.1,distance,pos_pattern,shortest_dep_path,span,label
2,5.0,"['nsubj', 'ccomp', 'acomp', 'mark', 'det', 'amod', 'nsubj', 'aux', 'ccomp', 'det', 'compound', 'compound', 'dobj', 'prep', 'poss', 'pobj', 'aux', 'acl', 'dobj', 'cc', 'conj', 'poss', 'compound', 'pobj', 'punct', 'nsubj', 'aux', 'ROOT', 'det', 'dobj', 'punct']",31,27,losing,5,5,0,4,25,22,-22,the international coalition,the Iraqi Security Forces,Organisation,Organisation,DET-ADJ-NOUN,DET-PROPN-PROPN-PROPN,det-amod-nsubj,det-compound-compound-dobj,DT-JJ-NN,DT-NNP-NNP-NNPS,0,[5],AlliesOf,AlliesOf,3A7EC63500380D5B35C211D4FF5E20EA-4-18-45-Organisation,3A7EC63500380D5B35C211D4FF5E20EA-4-60-85-Organisation,3A7EC63500380D5B35C211D4FF5E20EA-4-18-45-Organisation,3A7EC63500380D5B35C211D4FF5E20EA-4-60-85-Organisation,Organisation,Organisation,True,True,3.0,AUX-VERB,2.0,the international coalition has supported the Iraqi Security Forces,1
3,6.0,"['nsubj', 'ROOT', 'compound', 'compound', 'dobj', 'punct', 'amod', 'dobj', 'mark', 'det', 'nsubj', 'relcl', 'det', 'amod', 'dobj', 'prep', 'pobj', 'prep', 'pobj', 'nsubj', 'aux', 'advmod', 'relcl', 'advmod', 'advmod', 'prep', 'det', 'pobj', 'prep', 'amod', 'compound', 'pobj', 'punct']",33,1,echo,1,17,16,0,15,0,16,I,citizens,Person,Organisation,PRON,NOUN,nsubj,pobj,PRP,NNS,4,"[1, 7, 11, 14, 17]",Likes,Likes,3A7EC63500380D5B35C211D4FF5E20EA-5-0-1-Person,3A7EC63500380D5B35C211D4FF5E20EA-5-87-95-Organisation,3A7EC63500380D5B35C211D4FF5E20EA-5-0-1-Person,3A7EC63500380D5B35C211D4FF5E20EA-5-87-95-Organisation,Person,Organisation,True,True,,,,I echo Prime Minister Abadi ’s recent call that all parties respect the human rights of citizens,1
4,6.0,"['nsubj', 'ROOT', 'compound', 'compound', 'dobj', 'punct', 'amod', 'dobj', 'mark', 'det', 'nsubj', 'relcl', 'det', 'amod', 'dobj', 'prep', 'pobj', 'prep', 'pobj', 'nsubj', 'aux', 'advmod', 'relcl', 'advmod', 'advmod', 'prep', 'det', 'pobj', 'prep', 'amod', 'compound', 'pobj', 'punct']",33,1,echo,31,17,-14,30,15,-30,16,ISIL,citizens,Organisation,Organisation,PROPN,NOUN,compound,pobj,NNP,NNS,6,"[31, 28, 27, 25, 22, 14, 17]",Dislikes,Dislikes,3A7EC63500380D5B35C211D4FF5E20EA-5-163-167-Organisation,3A7EC63500380D5B35C211D4FF5E20EA-5-87-95-Organisation,3A7EC63500380D5B35C211D4FF5E20EA-5-163-167-Organisation,3A7EC63500380D5B35C211D4FF5E20EA-5-87-95-Organisation,Organisation,Organisation,True,True,,,,citizens in Tikrit who have already suffered so much at the hands of brutal ISIL,1
5,6.0,"['nsubj', 'ROOT', 'compound', 'compound', 'dobj', 'punct', 'amod', 'dobj', 'mark', 'det', 'nsubj', 'relcl', 'det', 'amod', 'dobj', 'prep', 'pobj', 'prep', 'pobj', 'nsubj', 'aux', 'advmod', 'relcl', 'advmod', 'advmod', 'prep', 'det', 'pobj', 'prep', 'amod', 'compound', 'pobj', 'punct']",33,1,echo,3,17,14,2,15,-2,16,Prime Minister Abadi,citizens,Person,Organisation,PROPN-PROPN-PROPN,NOUN,compound-compound-dobj,pobj,NNP-NNP-NNP,NNS,5,"[3, 4, 7, 11, 14, 17]",Likes,Likes,3A7EC63500380D5B35C211D4FF5E20EA-5-7-27-Person,3A7EC63500380D5B35C211D4FF5E20EA-5-87-95-Organisation,3A7EC63500380D5B35C211D4FF5E20EA-5-7-27-Person,3A7EC63500380D5B35C211D4FF5E20EA-5-87-95-Organisation,Person,Organisation,True,True,,,,Prime Minister Abadi ’s recent call that all parties respect the human rights of citizens,1
6,6.0,"['nsubj', 'ROOT', 'compound', 'compound', 'dobj', 'punct', 'amod', 'dobj', 'mark', 'det', 'nsubj', 'relcl', 'det', 'amod', 'dobj', 'prep', 'pobj', 'prep', 'pobj', 'nsubj', 'aux', 'advmod', 'relcl', 'advmod', 'advmod', 'prep', 'det', 'pobj', 'prep', 'amod', 'compound', 'pobj', 'punct']",33,1,echo,17,19,2,16,13,-16,18,citizens,Tikrit,Organisation,Location,NOUN,PROPN,pobj,pobj,NNS,NNP,3,"[17, 14, 22, 19]",CoLocated,CoLocated,3A7EC63500380D5B35C211D4FF5E20EA-5-87-95-Organisation,3A7EC63500380D5B35C211D4FF5E20EA-5-99-105-Location,3A7EC63500380D5B35C211D4FF5E20EA-5-87-95-Organisation,3A7EC63500380D5B35C211D4FF5E20EA-5-99-105-Location,Organisation,Location,True,True,,,,citizens in Tikrit,1
0,0.0,"['advmod', 'advmod', 'nummod', 'nsubjpass', 'aux', 'auxpass', 'ROOT', 'prep', 'det', 'compound', 'compound', 'pobj', 'prep', 'det', 'npadvmod', 'punct', 'amod', 'amod', 'pobj', 'prep', 'pobj', 'punct', 'prep', 'det', 'amod', 'pobj', 'punct', '']",28,6,killed,4,3,-1,3,24,2,-3,people,43,Organisation,Quantity,NOUN,NUM,nsubjpass,nummod,NNS,CD,2,"[4, 6, 3]",HasAttrOf,HasAttrOf,DC40EB7B4BDB1254DAF8A430A8E5383B-0-12-18-Organisation,DC40EB7B4BDB1254DAF8A430A8E5383B-0-9-11-Quantity,DC40EB7B4BDB1254DAF8A430A8E5383B-0-12-18-Organisation,DC40EB7B4BDB1254DAF8A430A8E5383B-0-9-11-Quantity,Organisation,Quantity,True,True,1.0,,1.0,43 people,1
1,1.0,"['det', 'nsubj', 'ROOT', 'prep', 'det', 'pobj', 'prep', 'det', 'pobj', 'punct', 'advmod', 'nummod', 'npadvmod', 'punct', 'nummod', 'appos', 'punct', 'prep', 'det', 'amod', 'pobj', 'punct']",22,2,occurred,5,8,3,4,13,-3,6,a courthouse,the town,Location,Location,DET-NOUN,DET-NOUN,det-pobj,det-pobj,DT-NN,DT-NN,2,"[5, 6, 8]",CoLocated,CoLocated,DC40EB7B4BDB1254DAF8A430A8E5383B-1-31-43-Location,DC40EB7B4BDB1254DAF8A430A8E5383B-1-47-55-Location,DC40EB7B4BDB1254DAF8A430A8E5383B-1-31-43-Location,DC40EB7B4BDB1254DAF8A430A8E5383B-1-47-55-Location,Location,Location,True,True,,,,a courthouse in the town,1
0,0.0,"['det', 'compound', 'nsubj', 'ROOT', 'prep', 'det', 'amod', 'pobj', 'det', 'det', 'compound', 'appos', 'det', 'npadvmod', 'prep', 'det', 'amod', 'compound', 'pobj', 'prep', 'pobj', 'punct', 'cc', 'det', 'compound', 'compound', 'conj', 'prep', 'compound', 'pobj', 'prep', 'pobj', 'punct', 'advmod', 'advmod', 'cc', 'amod', 'amod', 'amod', 'conj', 'prep', 'det', 'amod', 'pobj', 'punct']",45,3,condemns,1,11,10,0,33,2,8,The United States,ISIL,Organisation,Organisation,DET-PROPN-PROPN,PROPN,det-compound-nsubj,compound,DT-NNP-NNP,NNP,3,"[1, 2, 3, 11]",Dislikes,Dislikes,487C0B93A959D64A34CA2F40EE82C18B-0-0-17-Organisation,487C0B93A959D64A34CA2F40EE82C18B-0-59-63-Organisation,487C0B93A959D64A34CA2F40EE82C18B-0-0-17-Organisation,487C0B93A959D64A34CA2F40EE82C18B-0-59-63-Organisation,Organisation,Organisation,True,True,8.0,VERB-ADP-DET-ADJ-NOUN-CCONJ-DET,5.0,The United States condemns in the strongest terms both the ISIL,1
1,0.0,"['det', 'compound', 'nsubj', 'ROOT', 'prep', 'det', 'amod', 'pobj', 'det', 'det', 'compound', 'appos', 'det', 'npadvmod', 'prep', 'det', 'amod', 'compound', 'pobj', 'prep', 'pobj', 'punct', 'cc', 'det', 'compound', 'compound', 'conj', 'prep', 'compound', 'pobj', 'prep', 'pobj', 'punct', 'advmod', 'advmod', 'cc', 'amod', 'amod', 'amod', 'conj', 'prep', 'det', 'amod', 'pobj', 'punct']",45,3,condemns,11,18,7,10,26,-8,15,ISIL,market place,Organisation,Location,PROPN,NOUN-NOUN,compound,compound-pobj,NNP,NN-NN,3,"[11, 3, 14, 18]",FightingAgainst,FightingAgainst,487C0B93A959D64A34CA2F40EE82C18B-0-59-63-Organisation,487C0B93A959D64A34CA2F40EE82C18B-0-97-109-Location,487C0B93A959D64A34CA2F40EE82C18B-0-59-63-Organisation,487C0B93A959D64A34CA2F40EE82C18B-0-97-109-Location,Organisation,Location,True,True,7.0,NOUN-DET-NOUN-ADP-DET-ADJ,6.0,ISIL attack this morning at a crowded market place,1
2,4.0,"['mark', 'nsubj', 'advcl', 'prep', 'pobj', 'cc', 'conj', 'det', 'dobj', 'prep', 'det', 'pobj', 'punct', 'nsubj', 'aux', 'ROOT', 'aux', 'xcomp', 'poss', 'dobj', 'prep', 'pobj', 'aux', 'advcl', 'dobj', 'prep', 'det', 'amod', 'pobj', 'punct']",30,15,try,8,5,-3,7,24,7,-10,the Iraqi people,ISIL,Organisation,Organisation,DET-ADJ-NOUN,NOUN,det-amod-pobj,pobj,DT-JJ-NNS,NN,3,"[8, 6, 2, 5]",FightingAgainst,FightingAgainst,487C0B93A959D64A34CA2F40EE82C18B-4-63-79-Organisation,487C0B93A959D64A34CA2F40EE82C18B-4-97-101-Organisation,487C0B93A959D64A34CA2F40EE82C18B-4-63-79-Organisation,487C0B93A959D64A34CA2F40EE82C18B-4-97-101-Organisation,Organisation,Organisation,True,True,4.0,SCONJ-PRON-VERB,5.0,the Iraqi people as they confront ISIL,1
3,5.0,"['det', 'compound', 'nsubj', 'ROOT', 'aux', 'xcomp', 'dobj', 'aux', 'advcl', 'prep', 'det', 'amod', 'pobj', 'mark', 'nsubj', 'advcl', 'dobj', 'cc', 'det', 'conj', 'nsubj', 'relcl', 'punct']",23,3,continues,11,17,6,10,5,-8,14,the Iraqi people,ISIL,Organisation,Organisation,DET-ADJ-NOUN,PROPN,det-amod-pobj,dobj,DT-JJ-NNS,NNP,8,"[11, 12, 9, 8, 7, 5, 15, 16, 17]",FightingAgainst,FightingAgainst,487C0B93A959D64A34CA2F40EE82C18B-4-63-79-Organisation,487C0B93A959D64A34CA2F40EE82C18B-4-97-101-Organisation,487C0B93A959D64A34CA2F40EE82C18B-4-63-79-Organisation,487C0B93A959D64A34CA2F40EE82C18B-4-97-101-Organisation,Organisation,Organisation,True,True,4.0,SCONJ-PRON-VERB,5.0,the Iraqi people as they confront ISIL,1
0,1.0,"['compound', 'nsubj', 'ccomp', 'det', 'dobj', 'prep', 'pcomp', 'amod', 'nsubj', 'ccomp', 'prep', 'det', 'compound', 'pobj', 'prep', 'pobj', 'punct', 'compound', 'compound', 'nsubj', 'ROOT', 'punct', '']",23,20,reports,9,4,-5,8,18,11,-16,rockets,the airport compound,Weapon,Location,NOUN,DET-NOUN-NOUN,nsubj,det-compound-pobj,NNS,DT-NN-NN,4,"[9, 6, 5, 2, 4]",CoLocated,CoLocated,3095FB15AFF7B552702E9EF46C083FDD-1-51-58-Weapon,3095FB15AFF7B552702E9EF46C083FDD-1-69-89-Location,3095FB15AFF7B552702E9EF46C083FDD-1-51-58-Weapon,3095FB15AFF7B552702E9EF46C083FDD-1-69-89-Location,Weapon,Location,True,True,3.0,VERB-ADP,3.0,rockets landed in the airport compound,1
1,1.0,"['compound', 'nsubj', 'ccomp', 'det', 'dobj', 'prep', 'pcomp', 'amod', 'nsubj', 'ccomp', 'prep', 'det', 'compound', 'pobj', 'prep', 'pobj', 'punct', 'compound', 'compound', 'nsubj', 'ROOT', 'punct', '']",23,20,reports,4,16,12,3,6,16,-4,the airport compound,Mezzeh,Location,Location,DET-NOUN-NOUN,PROPN,det-compound-pobj,pobj,DT-NN-NN,NNP,3,"[4, 2, 20, 16]",CoLocated,CoLocated,3095FB15AFF7B552702E9EF46C083FDD-1-69-89-Location,3095FB15AFF7B552702E9EF46C083FDD-1-93-99-Location,3095FB15AFF7B552702E9EF46C083FDD-1-69-89-Location,3095FB15AFF7B552702E9EF46C083FDD-1-93-99-Location,Location,Location,True,True,2.0,ADP,2.0,the airport compound in Mezzeh,1
2,5.0,"['nsubj', 'punct', 'nsubj', 'relcl', 'det', 'npadvmod', 'punct', 'amod', 'dobj', 'prep', 'pobj', 'prep', 'pobj', 'punct', 'aux', 'ROOT', 'dobj', 'prep', 'pobj', 'prep', 'pobj', 'aux', 'advcl', 'compound', 'compound', 'compound', 'punct', 'poss', 'case', 'dobj', 'punct', '']",32,15,sent,1,11,10,0,20,14,-4,Hezbollah,Israel,Organisation,Organisation,PROPN,PROPN,nsubj,pobj,NNP,NNP,3,"[1, 0, 3, 11]",FightingAgainst,FightingAgainst,3095FB15AFF7B552702E9EF46C083FDD-5-0-9-Organisation,3095FB15AFF7B552702E9EF46C083FDD-5-46-52-Organisation,3095FB15AFF7B552702E9EF46C083FDD-5-0-9-Organisation,3095FB15AFF7B552702E9EF46C083FDD-5-46-52-Organisation,Organisation,Organisation,True,True,8.0,DET-VERB-DET-NOUN-ADJ-NOUN-ADP,4.0,"Hezbollah , which fought a month - long war with Israel",1
3,5.0,"['nsubj', 'punct', 'nsubj', 'relcl', 'det', 'npadvmod', 'punct', 'amod', 'dobj', 'prep', 'pobj', 'prep', 'pobj', 'punct', 'aux', 'ROOT', 'dobj', 'prep', 'pobj', 'prep', 'pobj', 'aux', 'advcl', 'compound', 'compound', 'compound', 'punct', 'poss', 'case', 'dobj', 'punct', '']",32,15,sent,1,17,16,0,14,14,2,Hezbollah,thousands of fighters,Organisation,Organisation,PROPN,NOUN-ADP-NOUN,nsubj,dobj-prep-pobj,NNP,NNS-IN-NNS,4,"[1, 0, 15, 16, 17]",InChargeOf,InChargeOf,3095FB15AFF7B552702E9EF46C083FDD-5-0-9-Organisation,3095FB15AFF7B552702E9EF46C083FDD-5-71-92-Organisation,3095FB15AFF7B552702E9EF46C083FDD-5-0-9-Organisation,3095FB15AFF7B552702E9EF46C083FDD-5-71-92-Organisation,Organisation,Organisation,True,True,13.0,DET-VERB-DET-NOUN-ADJ-NOUN-ADP-PROPN-ADP-NUM-AUX-VERB,2.0,"Hezbollah , which fought a month - long war with Israel in 2006 , has sent thousands of fighters",1
4,5.0,"['nsubj', 'punct', 'nsubj', 'relcl', 'det', 'npadvmod', 'punct', 'amod', 'dobj', 'prep', 'pobj', 'prep', 'pobj', 'punct', 'aux', 'ROOT', 'dobj', 'prep', 'pobj', 'prep', 'pobj', 'aux', 'advcl', 'compound', 'compound', 'compound', 'punct', 'poss', 'case', 'dobj', 'punct', '']",32,15,sent,17,21,4,16,10,-2,6,thousands of fighters,Syria,Organisation,Location,NOUN-ADP-NOUN,PROPN,dobj-prep-pobj,pobj,NNS-IN-NNS,NNP,4,"[17, 16, 15, 22, 21]",CoLocated,CoLocated,3095FB15AFF7B552702E9EF46C083FDD-5-71-92-Organisation,3095FB15AFF7B552702E9EF46C083FDD-5-96-101-Location,3095FB15AFF7B552702E9EF46C083FDD-5-71-92-Organisation,3095FB15AFF7B552702E9EF46C083FDD-5-96-101-Location,Organisation,Location,True,True,2.0,ADP,2.0,thousands of fighters to Syria,1
5,8.0,"['punct', 'det', 'nsubjpass', 'auxpass', 'ROOT', 'prep', 'pcomp', 'dobj', 'punct', 'punct', 'prep', 'det', 'pobj', 'prep', 'det', 'amod', 'pobj', 'punct', 'punct', 'punct', 'prep', 'prep', 'pobj', 'punct', 'punct', '']",26,4,quoted,2,8,6,1,17,2,4,The army,Israel,Organisation,Organisation,DET-NOUN,PROPN,det-nsubjpass,dobj,DT-NN,NNP,2,"[2, 4, 8]",CommWith,CommWith,3095FB15AFF7B552702E9EF46C083FDD-7-1-9-Organisation,3095FB15AFF7B552702E9EF46C083FDD-7-32-38-Organisation,3095FB15AFF7B552702E9EF46C083FDD-7-1-9-Organisation,3095FB15AFF7B552702E9EF46C083FDD-7-32-38-Organisation,Organisation,Organisation,True,True,5.0,AUX-VERB-SCONJ-VERB,4.0,The army was quoted as warning Israel,1
6,9.0,"['prep', 'pobj', 'punct', 'amod', 'compound', 'nsubj', 'ROOT', 'det', 'amod', 'compound', 'nsubj', 'aux', 'ccomp', 'det', 'dobj', 'prep', 'pobj', 'punct', 'advcl', 'dobj', 'cc', 'det', 'conj', 'punct', '']",25,6,said,14,17,3,13,7,-8,11,the airport,Mezzeh,Location,Location,DET-NOUN,PROPN,det-dobj,pobj,DT-NN,NNP,2,"[14, 12, 17]",CoLocated,CoLocated,3095FB15AFF7B552702E9EF46C083FDD-8-76-87-Location,3095FB15AFF7B552702E9EF46C083FDD-8-91-97-Location,3095FB15AFF7B552702E9EF46C083FDD-8-76-87-Location,3095FB15AFF7B552702E9EF46C083FDD-8-91-97-Location,Location,Location,True,True,2.0,ADP,3.0,the airport in Mezzeh,1
7,10.0,"['npadvmod', 'advmod', 'punct', 'prep', 'nummod', 'pobj', 'punct', 'amod', 'nsubjpass', 'auxpass', 'ROOT', 'aux', 'aux', 'xcomp', 'dobj', 'prep', 'amod', 'pobj', 'prep', 'pobj', 'punct', 'advcl', 'dobj', 'punct', 'det', 'appos', 'prep', 'pobj', 'punct', '']",30,10,reported,8,17,9,7,12,2,7,Israeli jets,Lebanese airspace,MilitaryPlatform,Location,ADJ-NOUN,ADJ-NOUN,amod-nsubjpass,amod-pobj,JJ-NNS,JJ-NN,4,"[8, 10, 13, 15, 17]",CoLocated,CoLocated,3095FB15AFF7B552702E9EF46C083FDD-9-30-42-MilitaryPlatform,3095FB15AFF7B552702E9EF46C083FDD-9-85-102-Location,3095FB15AFF7B552702E9EF46C083FDD-9-30-42-MilitaryPlatform,3095FB15AFF7B552702E9EF46C083FDD-9-85-102-Location,MilitaryPlatform,Location,True,True,8.0,AUX-VERB-PART-AUX-VERB-NOUN-ADP,4.0,Israeli jets were reported to have fired missiles from Lebanese airspace,1
8,11.0,"['det', 'nsubj', 'ROOT', 'acomp', 'cc', 'det', 'nsubj', 'prep', 'pobj', 'prep', 'pobj', 'conj', 'prep', 'det', 'pobj', 'punct', '']",17,2,was,6,6,0,5,10,-4,4,the highway from Lebanon to Damascus,the town,Location,Location,DET-NOUN-ADP-PROPN-ADP-PROPN,DET-NOUN,det-nsubj-prep-pobj-prep-pobj,det-pobj,DT-NN-IN-NNP-IN-NNP,DT-NN,0,[6],CoLocated,CoLocated,3095FB15AFF7B552702E9EF46C083FDD-10-27-63-Location,3095FB15AFF7B552702E9EF46C083FDD-10-77-85-Location,3095FB15AFF7B552702E9EF46C083FDD-10-27-63-Location,3095FB15AFF7B552702E9EF46C083FDD-10-77-85-Location,Location,Location,True,True,,,,the highway from Lebanon to Damascus runs through the town,1
0,0.0,"['compound', 'compound', 'nsubj', 'aux', 'ROOT', 'prep', 'det', 'pobj', 'prep', 'det', 'pobj', 'prep', 'det', 'pobj', 'prep', 'amod', 'pobj', 'prep', 'pobj', 'nsubj', 'relcl', 'advmod', 'advmod', 'nummod', 'dobj', 'cc', 'conj', 'punct', '']",29,4,called,13,16,3,12,12,-9,12,a mosque,northern Iraq,Location,Location,DET-NOUN,ADJ-PROPN,det-pobj,amod-pobj,DT-NN,JJ-NNP,2,"[13, 14, 16]",CoLocated,CoLocated,62A11A900C2139D329C5F0E29B0B2AC4-0-69-77-Location,62A11A900C2139D329C5F0E29B0B2AC4-0-81-94-Location,62A11A900C2139D329C5F0E29B0B2AC4-0-69-77-Location,62A11A900C2139D329C5F0E29B0B2AC4-0-81-94-Location,Location,Location,True,True,2.0,ADP,2.0,a mosque in northern Iraq,1
1,1.0,"['nsubj', 'ROOT', 'det', 'nsubj', 'prep', 'pobj', 'ccomp', 'det', 'compound', 'attr', 'prep', 'pcomp', 'det', 'pobj', 'prep', 'pobj', 'cc', 'conj', 'prep', 'pobj', 'punct', '']",22,1,believe,1,6,5,0,15,0,5,Witnesses,Daquq,Organisation,Location,NOUN,PROPN,nsubj,pobj,NNS,NNP,1,"[1, 6]",CoLocated,CoLocated,62A11A900C2139D329C5F0E29B0B2AC4-1-0-9-Organisation,62A11A900C2139D329C5F0E29B0B2AC4-1-32-37-Location,62A11A900C2139D329C5F0E29B0B2AC4-1-0-9-Organisation,62A11A900C2139D329C5F0E29B0B2AC4-1-32-37-Location,Organisation,Location,True,True,5.0,VERB-DET-NOUN-ADP,5.0,Witnesses believe the attack in Daquq,1
2,6.0,"['det', 'nsubj', 'poss', 'nsubjpass', 'auxpass', 'relcl', 'ROOT', 'det', 'compound', 'dobj', 'mark', 'nsubj', 'aux', 'ccomp', 'det', 'dobj', 'acl', 'prep', 'poss', 'pobj', 'punct', 'nummod', 'conj', 'punct', 'nummod', 'appos', 'punct', 'prep', 'det', 'pobj', 'punct', 'advmod', 'prep', 'det', 'pobj', 'punct', '']",37,6,told,1,8,7,0,28,5,2,A man,the campaign group,Person,Organisation,DET-NOUN,DET-NOUN-NOUN,det-nsubj,det-compound-dobj,DT-NN,DT-NN-NN,3,"[1, 6, 9, 8]",CommWith,CommWith,62A11A900C2139D329C5F0E29B0B2AC4-6-0-5-Person,62A11A900C2139D329C5F0E29B0B2AC4-6-35-53-Organisation,62A11A900C2139D329C5F0E29B0B2AC4-6-0-5-Person,62A11A900C2139D329C5F0E29B0B2AC4-6-35-53-Organisation,Person,Organisation,True,True,6.0,DET-NOUN-AUX-VERB-VERB,2.0,A man whose sister was killed told the campaign group,1
3,9.0,"['nsubj', 'advmod', 'ROOT', 'mark', 'expl', 'ccomp', 'det', 'attr', 'prep', 'compound', 'compound', 'pobj', 'prep', 'pobj', 'cc', 'mark', 'det', 'nsubj', 'conj', 'prep', 'pcomp', 'dobj', 'prep', 'det', 'amod', 'npadvmod', 'punct', 'amod', 'pobj', 'punct', 'advmod', 'nummod', 'npadvmod', 'advmod', 'punct', '']",36,2,noted,7,14,7,6,21,-5,12,a base,Daquq,Location,Location,DET-NOUN,PROPN,det-attr,pobj,DT-NN,NNP,2,"[7, 5, 14]",CoLocated,CoLocated,62A11A900C2139D329C5F0E29B0B2AC4-9-29-35-Location,62A11A900C2139D329C5F0E29B0B2AC4-9-75-80-Location,62A11A900C2139D329C5F0E29B0B2AC4-9-29-35-Location,62A11A900C2139D329C5F0E29B0B2AC4-9-75-80-Location,Location,Location,True,True,4.0,ADP-ADJ-ADP,2.0,a base for Kurdish Peshmerga fighters outside Daquq,1
4,10.0,"['det', 'compound', 'nsubj', 'ROOT', 'dobj', 'mark', 'advmod', 'prep', 'pobj', 'auxpass', 'aux', 'ccomp', 'prt', 'det', 'compound', 'dobj', 'prep', 'det', 'compound', 'compound', 'pobj', 'advmod', 'nummod', 'appos', 'prep', 'pobj', 'punct', '']",28,3,told,1,5,4,0,22,2,2,A police officer,HRW,Person,Organisation,DET-NOUN-NOUN,PROPN,det-compound-nsubj,dobj,DT-NN-NN,NNP,4,"[1, 2, 3, 11, 5]",CommWith,CommWith,62A11A900C2139D329C5F0E29B0B2AC4-10-0-16-Person,62A11A900C2139D329C5F0E29B0B2AC4-10-22-25-Organisation,62A11A900C2139D329C5F0E29B0B2AC4-10-0-16-Person,62A11A900C2139D329C5F0E29B0B2AC4-10-22-25-Organisation,Person,Organisation,True,True,2.0,VERB,2.0,A police officer told HRW,1
5,10.0,"['det', 'compound', 'nsubj', 'ROOT', 'dobj', 'mark', 'advmod', 'prep', 'pobj', 'auxpass', 'aux', 'ccomp', 'prt', 'det', 'compound', 'dobj', 'prep', 'det', 'compound', 'compound', 'pobj', 'advmod', 'nummod', 'appos', 'prep', 'pobj', 'punct', '']",28,3,told,10,15,5,9,12,-7,12,IS,mortar,Organisation,Weapon,VERB,NOUN,auxpass,compound,VBZ,NN,2,"[10, 11, 15]",InChargeOf,InChargeOf,62A11A900C2139D329C5F0E29B0B2AC4-10-49-51-Organisation,62A11A900C2139D329C5F0E29B0B2AC4-10-70-76-Weapon,62A11A900C2139D329C5F0E29B0B2AC4-10-49-51-Organisation,62A11A900C2139D329C5F0E29B0B2AC4-10-70-76-Weapon,Organisation,Weapon,True,True,5.0,AUX-VERB-ADP-DET,3.0,IS had carried out a mortar,1
6,10.0,"['det', 'compound', 'nsubj', 'ROOT', 'dobj', 'mark', 'advmod', 'prep', 'pobj', 'auxpass', 'aux', 'ccomp', 'prt', 'det', 'compound', 'dobj', 'prep', 'det', 'compound', 'compound', 'pobj', 'advmod', 'nummod', 'appos', 'prep', 'pobj', 'punct', '']",28,3,told,10,14,4,9,13,-7,11,IS,a Peshmerga frontline position,Organisation,Location,VERB,DET-PROPN-NOUN-NOUN,auxpass,det-compound-compound-pobj,VBZ,DT-NNP-NN-NN,3,"[10, 11, 15, 14]",FightingAgainst,FightingAgainst,62A11A900C2139D329C5F0E29B0B2AC4-10-49-51-Organisation,62A11A900C2139D329C5F0E29B0B2AC4-10-87-117-Location,62A11A900C2139D329C5F0E29B0B2AC4-10-49-51-Organisation,62A11A900C2139D329C5F0E29B0B2AC4-10-87-117-Location,Organisation,Location,True,True,8.0,AUX-VERB-ADP-DET-NOUN-NOUN-ADP,4.0,IS had carried out a mortar attack on a Peshmerga frontline position,1
7,13.0,"['punct', 'punct', 'punct', 'advmod', 'prep', 'det', 'pobj', 'prep', 'pobj', 'punct', 'amod', 'nsubj', 'aux', 'ccomp', 'det', 'amod', 'dobj', 'aux', 'xcomp', 'xcomp', 'dobj', 'punct', 'punct', 'punct', 'ROOT', 'compound', 'nsubj', 'punct', 'poss', 'case', 'amod', 'compound', 'compound', 'appos', 'punct', 'punct']",36,24,said,26,29,3,25,6,-2,5,Lama Fakih,HRW,Person,Organisation,PROPN-PROPN,PROPN,compound-nsubj,poss,NNP-NNP,NNP,3,"[26, 33, 28, 29]",BelongsTo,BelongsTo,62A11A900C2139D329C5F0E29B0B2AC4-13-116-126-Person,62A11A900C2139D329C5F0E29B0B2AC4-13-128-131-Organisation,62A11A900C2139D329C5F0E29B0B2AC4-13-116-126-Person,62A11A900C2139D329C5F0E29B0B2AC4-13-128-131-Organisation,Person,Organisation,True,True,1.0,,2.0,"Lama Fakih , HRW",1
0,0.0,"['prep', 'det', 'amod', 'nummod', 'pobj', 'punct', 'amod', 'nsubj', 'ROOT', 'poss', 'amod', 'dobj', 'prep', 'compound', 'pobj', 'prep', 'pobj', 'cc', 'det', 'amod', 'conj', 'prep', 'nummod', 'pobj', 'prep', 'pobj', 'punct', 'det', 'appos', 'punct', 'advmod', 'punct', 'amod', 'appos', 'punct', 'compound', 'compound', 'compound', 'compound', 'compound', 'appos', 'punct']",42,8,maintained,7,11,4,6,30,1,3,Iraqi forces,defensive positions,Organisation,Location,ADJ-NOUN,ADJ-NOUN,amod-nsubj,amod-dobj,JJ-NNS,JJ-NNS,2,"[7, 8, 11]",InChargeOf,InChargeOf,D52939C747F4DB8D1ECF6D415559ADA0-0-22-34-Organisation,D52939C747F4DB8D1ECF6D415559ADA0-0-52-71-Location,D52939C747F4DB8D1ECF6D415559ADA0-0-22-34-Organisation,D52939C747F4DB8D1ECF6D415559ADA0-0-52-71-Location,Organisation,Location,True,True,3.0,VERB-DET,2.0,Iraqi forces maintained their defensive positions,1
